COMPONENT	NUMBER OF GENES	BETA	BETA_STD	SE	P	BONFERONNI	DATASET	DISEASE_NAME
89	23	0.146	0.00532	0.154	0.17289	0	CG	pgc.bip.full
106	20	0.219	0.00748	0.185	0.11809	0	CG	pgc.bip.full
108	8	0.023	0.000497	0.247	0.4629	0	CG	pgc.bip.full
111	20	-0.127	-0.00434	0.152	0.79907	0	CG	pgc.bip.full
112	18	0.326	0.0106	0.197	0.049146	0	CG	pgc.bip.full
113	16	0.0275	0.000839	0.184	0.44044	0	CG	pgc.bip.full
116	29	0.172	0.00707	0.14	0.10937	0	CG	pgc.bip.full
117	11	-0.0719	-0.00182	0.267	0.60602	0	CG	pgc.bip.full
118	14	0.155	0.00443	0.228	0.24843	0	CG	pgc.bip.full
119	8	-0.213	-0.00459	0.329	0.74127	0	CG	pgc.bip.full
122	27	-0.0191	-0.000756	0.143	0.55325	0	CG	pgc.bip.full
132	12	-0.435	-0.0115	0.253	0.95732	0	CG	pgc.bip.full
134	17	-0.122	-0.00382	0.197	0.73103	0	CG	pgc.bip.full
147	9	-0.138	-0.00316	0.328	0.66327	0	CG	pgc.bip.full
149	4	-0.401	-0.00611	0.437	0.82026	0	CG	pgc.bip.full
150	3	-0.389	-0.00514	0.671	0.71885	0	CG	pgc.bip.full
151	11	-0.0526	-0.00133	0.262	0.57968	0	CG	pgc.bip.full
154	29	-0.0127	-0.000521	0.155	0.53257	0	CG	pgc.bip.full
158	26	-0.0835	-0.00325	0.172	0.68632	0	CG	pgc.bip.full
171	9	-0.179	-0.00409	0.324	0.70996	0	CG	pgc.bip.full
176	20	0.145	0.00494	0.175	0.20444	0	CG	pgc.bip.full
187	20	0.0654	0.00223	0.198	0.37093	0	CG	pgc.bip.full
188	9	-0.344	-0.00788	0.28	0.89077	0	CG	pgc.bip.full
189	26	-0.0392	-0.00152	0.156	0.59944	0	CG	pgc.bip.full
194	22	0.22	0.00788	0.181	0.11133	0	CG	pgc.bip.full
196	9	-0.0795	-0.00182	0.327	0.59602	0	CG	pgc.bip.full
200	9	-0.105	-0.00241	0.247	0.66535	0	CG	pgc.bip.full
207	20	-0.14	-0.00479	0.171	0.79381	0	CG	pgc.bip.full
209	25	0.0835	0.00318	0.161	0.30196	0	CG	pgc.bip.full
212	22	0.111	0.00398	0.166	0.25133	0	CG	pgc.bip.full
213	25	0.346	0.0132	0.172	0.021842	0	CG	pgc.bip.full
217	18	0.0181	0.000586	0.185	0.46096	0	CG	pgc.bip.full
228	6	0.0204	0.000381	0.299	0.47275	0	CG	pgc.bip.full
231	17	-0.126	-0.00396	0.208	0.7277	0	CG	pgc.bip.full
234	16	-0.162	-0.00495	0.202	0.78879	0	CG	pgc.bip.full
237	15	-0.0021	-6.21e-05	0.198	0.50424	0	CG	pgc.bip.full
239	22	0.0132	0.000474	0.178	0.47039	0	CG	pgc.bip.full
240	7	0.143	0.00289	0.368	0.34863	0	CG	pgc.bip.full
242	14	-0.133	-0.0038	0.203	0.74417	0	CG	pgc.bip.full
249	9	-0.198	-0.00454	0.292	0.75151	0	CG	pgc.bip.full
250	22	0.0626	0.00224	0.181	0.36456	0	CG	pgc.bip.full
251	7	-0.173	-0.00349	0.332	0.69835	0	CG	pgc.bip.full
257	18	-0.167	-0.0054	0.197	0.80157	0	CG	pgc.bip.full
259	10	0.00258	6.22e-05	0.261	0.49606	0	CG	pgc.bip.full
262	8	0.0899	0.00194	0.268	0.36874	0	CG	pgc.bip.full
268	13	0.0548	0.00151	0.241	0.41002	0	CG	pgc.bip.full
270	9	-0.178	-0.00407	0.227	0.78327	0	CG	pgc.bip.full
271	25	0.157	0.00598	0.192	0.20744	0	CG	pgc.bip.full
272	11	0.165	0.00416	0.297	0.28964	0	CG	pgc.bip.full
280	27	0.0193	0.000764	0.152	0.44954	0	CG	pgc.bip.full
282	11	0.0126	0.000319	0.224	0.47752	0	CG	pgc.bip.full
302	7	-0.0817	-0.00165	0.39	0.58295	0	CG	pgc.bip.full
309	11	-0.399	-0.0101	0.25	0.94467	0	CG	pgc.bip.full
312	19	-0.0979	-0.00325	0.167	0.72058	0	CG	pgc.bip.full
327	18	-0.19	-0.00614	0.203	0.82504	0	CG	pgc.bip.full
332	16	0.0329	0.001	0.194	0.43268	0	CG	pgc.bip.full
333	25	-0.155	-0.00592	0.159	0.83629	0	CG	pgc.bip.full
334	16	0.338	0.0103	0.209	0.052861	0	CG	pgc.bip.full
339	12	0.407	0.0108	0.231	0.039096	0	CG	pgc.bip.full
341	11	0.000422	1.07e-05	0.231	0.49927	0	CG	pgc.bip.full
342	24	0.318	0.0119	0.165	0.027236	0	CG	pgc.bip.full
359	7	-0.465	-0.00939	0.311	0.93276	0	CG	pgc.bip.full
368	13	-0.2	-0.00551	0.279	0.7634	0	CG	pgc.bip.full
369	11	-0.356	-0.00901	0.245	0.92673	0	CG	pgc.bip.full
370	10	-0.0181	-0.000436	0.211	0.53407	0	CG	pgc.bip.full
378	7	0.352	0.0071	0.317	0.13334	0	CG	pgc.bip.full
380	31	0.0874	0.00371	0.15	0.27972	0	CG	pgc.bip.full
381	19	0.147	0.00489	0.199	0.22994	0	CG	pgc.bip.full
383	14	0.0245	0.000699	0.23	0.4576	0	CG	pgc.bip.full
387	14	0.226	0.00645	0.235	0.16838	0	CG	pgc.bip.full
389	12	-0.244	-0.00643	0.223	0.86263	0	CG	pgc.bip.full
390	23	-0.266	-0.00974	0.164	0.94806	0	CG	pgc.bip.full
397	14	-0.263	-0.00751	0.251	0.85281	0	CG	pgc.bip.full
402	20	-0.162	-0.00553	0.175	0.82277	0	CG	pgc.bip.full
405	23	-0.0933	-0.00341	0.181	0.69691	0	CG	pgc.bip.full
417	4	-0.551	-0.0084	0.525	0.85294	0	CG	pgc.bip.full
419	28	-0.23	-0.00926	0.154	0.93228	0	CG	pgc.bip.full
420	10	-0.269	-0.00648	0.242	0.86646	0	CG	pgc.bip.full
421	8	-0.389	-0.00839	0.281	0.91709	0	CG	pgc.bip.full
423	22	0.0693	0.00248	0.154	0.32654	0	CG	pgc.bip.full
424	16	-0.086	-0.00262	0.176	0.68754	0	CG	pgc.bip.full
431	5	-0.374	-0.00638	0.387	0.83295	0	CG	pgc.bip.full
451	17	-0.186	-0.00586	0.193	0.83332	0	CG	pgc.bip.full
454	26	-0.131	-0.00507	0.146	0.81375	0	CG	pgc.bip.full
470	4	-0.495	-0.00755	0.546	0.81746	0	CG	pgc.bip.full
477	20	0.0312	0.00106	0.162	0.4236	0	CG	pgc.bip.full
482	11	-0.216	-0.00546	0.273	0.78605	0	CG	pgc.bip.full
486	14	-0.184	-0.00525	0.214	0.80557	0	CG	pgc.bip.full
491	16	0.0477	0.00146	0.224	0.41579	0	CG	pgc.bip.full
493	18	0.15	0.00487	0.181	0.20337	0	CG	pgc.bip.full
28	14	-0.297	-0.00847	0.203	0.92852	0	FF	pgc.bip.full
34	16	-0.239	-0.00729	0.246	0.83408	0	FF	pgc.bip.full
50	9	-0.495	-0.0113	0.268	0.96738	0	FF	pgc.bip.full
52	15	0.169	0.00498	0.227	0.22833	0	FF	pgc.bip.full
61	30	-0.0265	-0.00111	0.171	0.56163	0	FF	pgc.bip.full
70	14	0.49	0.014	0.249	0.024475	0	FF	pgc.bip.full
73	10	0.298	0.0072	0.301	0.16079	0	FF	pgc.bip.full
82	11	0.169	0.00427	0.239	0.23986	0	FF	pgc.bip.full
84	3	-0.385	-0.00509	0.443	0.80764	0	FF	pgc.bip.full
90	6	0.207	0.00387	0.372	0.28842	0	FF	pgc.bip.full
91	25	-0.069	-0.00263	0.173	0.65472	0	FF	pgc.bip.full
93	24	-0.0928	-0.00346	0.173	0.7038	0	FF	pgc.bip.full
96	20	-0.167	-0.0057	0.188	0.81305	0	FF	pgc.bip.full
105	2	-0.309	-0.00333	0.728	0.66424	0	FF	pgc.bip.full
121	9	0.204	0.00468	0.294	0.24339	0	FF	pgc.bip.full
140	9	0.188	0.00431	0.26	0.23418	0	FF	pgc.bip.full
148	10	0.494	0.0119	0.239	0.019359	0	FF	pgc.bip.full
152	21	0.13	0.00456	0.185	0.23983	0	FF	pgc.bip.full
170	5	-0.414	-0.00705	0.399	0.84982	0	FF	pgc.bip.full
174	17	0.076	0.00239	0.192	0.34608	0	FF	pgc.bip.full
180	13	-0.0193	-0.00053	0.233	0.53304	0	FF	pgc.bip.full
201	28	0.00681	0.000275	0.165	0.48358	0	FF	pgc.bip.full
202	30	0.118	0.00493	0.149	0.2139	0	FF	pgc.bip.full
206	3	0.238	0.00315	0.589	0.34297	0	FF	pgc.bip.full
215	32	-0.0933	-0.00402	0.147	0.73715	0	FF	pgc.bip.full
221	14	0.272	0.00775	0.243	0.13179	0	FF	pgc.bip.full
222	19	0.196	0.00652	0.205	0.16928	0	FF	pgc.bip.full
281	23	-0.054	-0.00197	0.176	0.62064	0	FF	pgc.bip.full
306	3	0.217	0.00287	0.547	0.34562	0	FF	pgc.bip.full
307	34	-0.0799	-0.00355	0.143	0.71192	0	FF	pgc.bip.full
312	14	0.257	0.00734	0.208	0.10846	0	FF	pgc.bip.full
317	37	-0.0604	-0.0028	0.14	0.66716	0	FF	pgc.bip.full
319	25	-0.0738	-0.00281	0.162	0.67546	0	FF	pgc.bip.full
337	13	0.277	0.00762	0.238	0.12178	0	FF	pgc.bip.full
338	19	-0.0991	-0.00329	0.2	0.6901	0	FF	pgc.bip.full
343	26	-0.148	-0.00575	0.175	0.80147	0	FF	pgc.bip.full
347	17	-0.385	-0.0121	0.23	0.9528	0	FF	pgc.bip.full
353	28	-0.064	-0.00258	0.147	0.66862	0	FF	pgc.bip.full
363	11	0.127	0.00321	0.279	0.32445	0	FF	pgc.bip.full
369	16	-0.00397	-0.000121	0.201	0.50789	0	FF	pgc.bip.full
371	23	-0.158	-0.00577	0.173	0.8194	0	FF	pgc.bip.full
375	26	0.111	0.00432	0.167	0.2525	0	FF	pgc.bip.full
392	19	-0.0839	-0.00279	0.182	0.67731	0	FF	pgc.bip.full
403	8	-0.375	-0.00809	0.338	0.86647	0	FF	pgc.bip.full
407	20	0.235	0.00802	0.203	0.12375	0	FF	pgc.bip.full
419	27	0.0313	0.00124	0.155	0.42018	0	FF	pgc.bip.full
421	25	0.311	0.0118	0.161	0.026557	0	FF	pgc.bip.full
435	14	0.121	0.00346	0.223	0.29374	0	FF	pgc.bip.full
439	19	-0.117	-0.00389	0.174	0.74902	0	FF	pgc.bip.full
451	23	-0.068	-0.00249	0.15	0.67441	0	FF	pgc.bip.full
468	4	-0.221	-0.00338	0.511	0.66765	0	FF	pgc.bip.full
474	6	-0.519	-0.00969	0.366	0.9217	0	FF	pgc.bip.full
476	3	-0.131	-0.00174	0.536	0.59676	0	FF	pgc.bip.full
477	30	-0.327	-0.0137	0.151	0.98487	0	FF	pgc.bip.full
487	7	-0.0175	-0.000352	0.366	0.51902	0	FF	pgc.bip.full
489	15	0.162	0.00477	0.214	0.22485	0	FF	pgc.bip.full
26	39	-0.0501	-0.00238	0.138	0.6419	0	FF	pgc.bip.full
2	31	0.00916	0.000378	0.188	0.48054	0	CG	scz2.snp.results
3	14	0.336	0.00933	0.294	0.12675	0	CG	scz2.snp.results
8	12	-0.251	-0.00646	0.276	0.81921	0	CG	scz2.snp.results
11	15	0.1	0.00287	0.235	0.33509	0	CG	scz2.snp.results
13	12	-0.104	-0.00266	0.285	0.64205	0	CG	scz2.snp.results
16	11	0.0788	0.00194	0.28	0.38911	0	CG	scz2.snp.results
19	17	0.0826	0.00253	0.216	0.35123	0	CG	scz2.snp.results
23	23	0.0764	0.00272	0.202	0.35238	0	CG	scz2.snp.results
27	16	0.408	0.0121	0.231	0.038876	0	CG	scz2.snp.results
30	23	0.102	0.00364	0.197	0.3017	0	CG	scz2.snp.results
38	7	0.397	0.00779	0.395	0.15759	0	CG	scz2.snp.results
40	15	-0.0592	-0.0017	0.242	0.59666	0	CG	scz2.snp.results
42	16	0.428	0.0127	0.287	0.068238	0	CG	scz2.snp.results
46	12	0.212	0.00545	0.277	0.22178	0	CG	scz2.snp.results
49	10	-0.327	-0.00768	0.319	0.84797	0	CG	scz2.snp.results
61	15	0.472	0.0136	0.308	0.062466	0	CG	scz2.snp.results
74	7	0.188	0.00368	0.357	0.29979	0	CG	scz2.snp.results
75	18	0.145	0.00455	0.21	0.24496	0	CG	scz2.snp.results
78	7	-0.0303	-0.000594	0.403	0.52996	0	CG	scz2.snp.results
87	26	0.175	0.00662	0.171	0.15266	0	CG	scz2.snp.results
88	28	0.0172	0.000675	0.174	0.46069	0	CG	scz2.snp.results
89	24	-0.0677	-0.00246	0.174	0.65162	0	CG	scz2.snp.results
106	22	-0.0295	-0.00102	0.224	0.55239	0	CG	scz2.snp.results
108	9	-0.287	-0.00639	0.333	0.8059	0	CG	scz2.snp.results
111	21	0.0146	0.000497	0.183	0.46808	0	CG	scz2.snp.results
112	19	0.131	0.00425	0.219	0.27454	0	CG	scz2.snp.results
113	16	0.452	0.0134	0.249	0.034744	0	CG	scz2.snp.results
116	29	-0.143	-0.00572	0.164	0.80914	0	CG	scz2.snp.results
117	11	-0.154	-0.00378	0.321	0.68354	0	CG	scz2.snp.results
118	14	0.0761	0.00211	0.276	0.39161	0	CG	scz2.snp.results
119	9	0.0739	0.00164	0.29	0.39935	0	CG	scz2.snp.results
122	27	-0.0992	-0.00382	0.175	0.71509	0	CG	scz2.snp.results
132	12	-0.162	-0.00415	0.283	0.71606	0	CG	scz2.snp.results
134	19	-0.111	-0.00359	0.22	0.69366	0	CG	scz2.snp.results
147	10	-0.369	-0.00864	0.369	0.8411	0	CG	scz2.snp.results
149	4	-0.152	-0.00225	0.474	0.62573	0	CG	scz2.snp.results
150	3	0.42	0.0054	0.579	0.23383	0	CG	scz2.snp.results
151	11	0.574	0.0141	0.309	0.031805	0	CG	scz2.snp.results
154	29	0.0945	0.00377	0.177	0.29711	0	CG	scz2.snp.results
158	26	0.154	0.00581	0.203	0.22485	0	CG	scz2.snp.results
171	9	0.00225	5e-05	0.373	0.4976	0	CG	scz2.snp.results
176	20	-0.29	-0.00961	0.216	0.9097	0	CG	scz2.snp.results
187	22	0.148	0.00514	0.208	0.23863	0	CG	scz2.snp.results
188	10	0.361	0.00847	0.346	0.14857	0	CG	scz2.snp.results
189	27	0.0194	0.000749	0.198	0.4608	0	CG	scz2.snp.results
194	22	0.316	0.011	0.206	0.062651	0	CG	scz2.snp.results
196	9	-0.00379	-8.42e-05	0.373	0.50404	0	CG	scz2.snp.results
200	9	0.0114	0.000254	0.291	0.48438	0	CG	scz2.snp.results
207	20	0.025	0.00083	0.223	0.45536	0	CG	scz2.snp.results
209	27	-0.202	-0.00776	0.187	0.85909	0	CG	scz2.snp.results
212	22	0.0124	0.00043	0.209	0.47636	0	CG	scz2.snp.results
213	25	0.195	0.00724	0.187	0.14738	0	CG	scz2.snp.results
217	19	0.0783	0.00253	0.236	0.3698	0	CG	scz2.snp.results
228	6	-0.476	-0.00865	0.457	0.85106	0	CG	scz2.snp.results
231	20	-0.347	-0.0115	0.217	0.94543	0	CG	scz2.snp.results
234	17	0.159	0.00487	0.241	0.25446	0	CG	scz2.snp.results
237	16	0.105	0.00311	0.249	0.33641	0	CG	scz2.snp.results
239	23	-0.114	-0.00407	0.223	0.69573	0	CG	scz2.snp.results
240	7	-0.483	-0.00947	0.401	0.88562	0	CG	scz2.snp.results
242	14	0.332	0.00921	0.233	0.077075	0	CG	scz2.snp.results
249	9	-0.309	-0.00687	0.38	0.79198	0	CG	scz2.snp.results
250	23	0.0723	0.00257	0.233	0.37801	0	CG	scz2.snp.results
251	9	0.182	0.00406	0.317	0.28231	0	CG	scz2.snp.results
257	18	-0.197	-0.00618	0.255	0.7798	0	CG	scz2.snp.results
259	10	0.0401	0.000941	0.272	0.44128	0	CG	scz2.snp.results
262	10	0.358	0.00839	0.338	0.14515	0	CG	scz2.snp.results
268	13	0.0467	0.00125	0.272	0.43192	0	CG	scz2.snp.results
270	9	-0.179	-0.00398	0.266	0.7496	0	CG	scz2.snp.results
271	25	0.0565	0.00209	0.212	0.39492	0	CG	scz2.snp.results
272	11	0.262	0.00644	0.325	0.20982	0	CG	scz2.snp.results
280	27	0.286	0.011	0.173	0.049287	0	CG	scz2.snp.results
282	11	-0.0742	-0.00182	0.25	0.61675	0	CG	scz2.snp.results
302	7	0.988	0.0194	0.47	0.017681	0	CG	scz2.snp.results
309	12	0.532	0.0137	0.321	0.048847	0	CG	scz2.snp.results
312	19	0.224	0.00725	0.222	0.15594	0	CG	scz2.snp.results
327	18	0.299	0.0094	0.244	0.1108	0	CG	scz2.snp.results
332	16	0.331	0.00981	0.219	0.065066	0	CG	scz2.snp.results
333	26	-0.00478	-0.000181	0.183	0.51042	0	CG	scz2.snp.results
334	17	0.129	0.00395	0.219	0.27728	0	CG	scz2.snp.results
339	12	-0.198	-0.00509	0.279	0.7612	0	CG	scz2.snp.results
341	11	0.305	0.0075	0.255	0.11585	0	CG	scz2.snp.results
342	25	0.43	0.0159	0.206	0.018555	0	CG	scz2.snp.results
359	9	-0.102	-0.00227	0.341	0.61762	0	CG	scz2.snp.results
368	13	0.259	0.00694	0.311	0.20213	0	CG	scz2.snp.results
369	12	0.271	0.00697	0.283	0.16854	0	CG	scz2.snp.results
370	10	-0.0703	-0.00165	0.265	0.60453	0	CG	scz2.snp.results
378	7	0.112	0.0022	0.428	0.3966	0	CG	scz2.snp.results
380	31	0.125	0.00514	0.179	0.24333	0	CG	scz2.snp.results
381	19	0.138	0.00446	0.245	0.2862	0	CG	scz2.snp.results
383	15	0.0724	0.00208	0.253	0.38747	0	CG	scz2.snp.results
387	14	0.136	0.00376	0.282	0.31557	0	CG	scz2.snp.results
389	15	0.133	0.00381	0.241	0.29056	0	CG	scz2.snp.results
390	23	0.0291	0.00103	0.197	0.4414	0	CG	scz2.snp.results
397	14	-0.151	-0.00418	0.279	0.70534	0	CG	scz2.snp.results
402	20	0.586	0.0194	0.261	0.01244	0	CG	scz2.snp.results
405	23	0.135	0.00479	0.219	0.26871	0	CG	scz2.snp.results
417	4	0.131	0.00195	0.504	0.39715	0	CG	scz2.snp.results
419	29	-0.0295	-0.00118	0.186	0.56291	0	CG	scz2.snp.results
420	10	0.355	0.00833	0.316	0.13037	0	CG	scz2.snp.results
421	9	-0.248	-0.00551	0.302	0.79408	0	CG	scz2.snp.results
423	22	-0.0284	-0.000988	0.203	0.55571	0	CG	scz2.snp.results
424	16	0.271	0.00803	0.248	0.13696	0	CG	scz2.snp.results
431	6	-0.0585	-0.00106	0.356	0.56525	0	CG	scz2.snp.results
451	17	0.112	0.00342	0.244	0.32335	0	CG	scz2.snp.results
454	26	0.222	0.00839	0.201	0.13421	0	CG	scz2.snp.results
470	4	-0.408	-0.00604	0.655	0.73322	0	CG	scz2.snp.results
477	20	0.237	0.00784	0.225	0.14661	0	CG	scz2.snp.results
482	11	-0.176	-0.00434	0.326	0.70565	0	CG	scz2.snp.results
486	14	-0.195	-0.0054	0.249	0.78311	0	CG	scz2.snp.results
491	18	-0.0617	-0.00194	0.231	0.60538	0	CG	scz2.snp.results
493	19	0.0585	0.00189	0.239	0.40321	0	CG	scz2.snp.results
28	15	-0.252	-0.00724	0.24	0.85347	0	FF	scz2.snp.results
34	17	-0.469	-0.0143	0.239	0.9752	0	FF	scz2.snp.results
50	10	-0.18	-0.00423	0.271	0.74747	0	FF	scz2.snp.results
52	15	-0.227	-0.00652	0.28	0.79104	0	FF	scz2.snp.results
61	31	0.0035	0.000144	0.185	0.49245	0	FF	scz2.snp.results
70	14	0.497	0.0138	0.324	0.062322	0	FF	scz2.snp.results
73	10	0.367	0.0086	0.299	0.11009	0	FF	scz2.snp.results
82	11	-0.0282	-0.000694	0.302	0.53725	0	FF	scz2.snp.results
84	3	0.693	0.00891	0.618	0.13099	0	FF	scz2.snp.results
90	6	-0.34	-0.00617	0.424	0.78861	0	FF	scz2.snp.results
91	27	0.00746	0.000287	0.2	0.48511	0	FF	scz2.snp.results
93	26	-0.206	-0.0078	0.182	0.87185	0	FF	scz2.snp.results
96	21	0.251	0.00852	0.208	0.11333	0	FF	scz2.snp.results
105	2	0.0817	0.000857	0.871	0.46263	0	FF	scz2.snp.results
121	9	0.0578	0.00129	0.334	0.43133	0	FF	scz2.snp.results
140	9	0.00232	5.16e-05	0.285	0.49676	0	FF	scz2.snp.results
148	11	0.127	0.00313	0.266	0.31579	0	FF	scz2.snp.results
152	21	-0.137	-0.00465	0.226	0.72786	0	FF	scz2.snp.results
170	5	-0.0246	-0.000408	0.467	0.52102	0	FF	scz2.snp.results
174	18	-0.283	-0.00891	0.217	0.90401	0	FF	scz2.snp.results
180	13	-0.148	-0.00395	0.251	0.72182	0	FF	scz2.snp.results
201	28	0.257	0.0101	0.222	0.12314	0	FF	scz2.snp.results
202	30	-0.0554	-0.00225	0.189	0.61555	0	FF	scz2.snp.results
206	3	0.122	0.00157	0.707	0.43145	0	FF	scz2.snp.results
215	32	0.0962	0.00403	0.168	0.28403	0	FF	scz2.snp.results
221	14	-0.0628	-0.00174	0.274	0.59067	0	FF	scz2.snp.results
222	19	0.0901	0.00291	0.267	0.36798	0	FF	scz2.snp.results
281	24	0.16	0.00582	0.219	0.23234	0	FF	scz2.snp.results
306	3	0.00335	4.3e-05	0.673	0.49801	0	FF	scz2.snp.results
307	34	0.00917	0.000396	0.17	0.47848	0	FF	scz2.snp.results
312	15	-0.0722	-0.00207	0.236	0.6203	0	FF	scz2.snp.results
317	37	-0.0223	-0.001	0.163	0.55448	0	FF	scz2.snp.results
319	25	0.286	0.0106	0.197	0.073079	0	FF	scz2.snp.results
337	13	0.124	0.00332	0.267	0.32065	0	FF	scz2.snp.results
338	19	0.187	0.00605	0.227	0.2047	0	FF	scz2.snp.results
343	26	0.0602	0.00228	0.216	0.39002	0	FF	scz2.snp.results
347	18	0.315	0.0099	0.256	0.10962	0	FF	scz2.snp.results
353	30	-0.0308	-0.00125	0.171	0.57171	0	FF	scz2.snp.results
363	12	-0.533	-0.0137	0.311	0.95678	0	FF	scz2.snp.results
369	16	0.0679	0.00201	0.249	0.39243	0	FF	scz2.snp.results
371	23	-0.0708	-0.00252	0.21	0.63178	0	FF	scz2.snp.results
375	26	0.227	0.00858	0.19	0.11616	0	FF	scz2.snp.results
392	19	-0.0587	-0.0019	0.197	0.61692	0	FF	scz2.snp.results
403	8	-0.381	-0.00799	0.359	0.85561	0	FF	scz2.snp.results
407	21	-0.0967	-0.00329	0.192	0.6927	0	FF	scz2.snp.results
419	29	0.0395	0.00158	0.183	0.41433	0	FF	scz2.snp.results
421	26	-0.0884	-0.00334	0.185	0.6833	0	FF	scz2.snp.results
435	14	0.00684	0.00019	0.226	0.48793	0	FF	scz2.snp.results
439	20	0.211	0.007	0.231	0.18013	0	FF	scz2.snp.results
451	23	0.028	0.000994	0.2	0.44433	0	FF	scz2.snp.results
468	4	0.0529	0.000785	0.604	0.46508	0	FF	scz2.snp.results
474	7	0.161	0.00316	0.372	0.33245	0	FF	scz2.snp.results
476	3	0.19	0.00244	0.659	0.38648	0	FF	scz2.snp.results
477	30	0.217	0.0088	0.165	0.094693	0	FF	scz2.snp.results
487	7	0.0566	0.00111	0.447	0.44962	0	FF	scz2.snp.results
489	15	0.022	0.000632	0.247	0.46458	0	FF	scz2.snp.results
26	41	-0.162	-0.00769	0.163	0.83988	0	FF	scz2.snp.results
